SEQUENS,CZERFAM95,MK_KHARK,AC_KHARK,MK_QIAN,AC_QIAN,NAME,AUTHOR
2598,SCROPHULARIACEAE,AC,2598,SY,5624,Pedicularis interioroides,(Hult.)  Khokhr.
5630,SCROPHULARIACEAE,SY,2609,AC,5630,Pedicularis sudetica ssp. novaiae-zemliae,Hult.
2609,SCROPHULARIACEAE,AC,2609,SY,5630,Pedicularis novaiae-zemliae,(Hult.) Ju. Kozhevn.
7052,SCROPHULARIACEAE,SY,2609,SY,5630,Pedicularis pseudoscopulorum,Ju.Kozhevn. et E.Tikhmenev
5632,SCROPHULARIACEAE,SY,2612,AC,5632,Pedicularis sudetica ssp. pacifica,Hult.
2612,SCROPHULARIACEAE,AC,2612,SY,5632,Pedicularis pacifica,(Hult.) Ju. Kozhevn.
5633,SCROPHULARIACEAE,SY,2613,AC,5633,Pedicularis lanata ssp. pallasii,(Vved.) Hult.
2613,SCROPHULARIACEAE,AC,2613,SY,5633,Pedicularis pallasii,Vved.
5634,SCROPHULARIACEAE,SY,2614,AC,5634,Pedicularis parviflora ssp. pennellii,(Hult.) Hult.
2614,SCROPHULARIACEAE,AC,2614,SY,5634,Pedicularis pennellii,Hult.
5635,SCROPHULARIACEAE,SY,2617,AC,5635,Pedicularis venusta var. schmidtii,Nakai
2617,SCROPHULARIACEAE,AC,2617,SY,5635,Pedicularis schistostegia,Vved.
5639,ROSACEAE,SY,2625,AC,5639,Potentilla fruticosa,L.
7056,ROSACEAE,SY,2625,SY,5639,Dasiphora fruticosa,(L.) Rydb.
2625,ROSACEAE,AC,2625,SY,5639,Pentaphylloides fruticosa,(L.) O.Schwarz
5645,POLYGONACEAE,SY,2632,AC,5645,Polygonum amphibium,L.
2632,POLYGONACEAE,AC,2632,SY,5645,Persicaria amphibia,(L.) S. F.Gray
7867,POLYGONACEAE,SY,2632,SY,5645,Persicaria amphibia var. amurensis,(Korsh.) Hara
7649,POLYGONACEAE,SY,2632,SY,5645,Persicaria amurensis,Nieuwland
7060,POLYGONACEAE,SY,2632,SY,5645,Polygonum amphibium var. amurense,Korsh.
7966,POLYGONACEAE,SY,2632,SY,5645,Polygonum amurense,(Korsh.) Worosch.
5646,POLYGONACEAE,SY,2633,AC,5646,Polygonum brittingeri,Opiz.
2633,POLYGONACEAE,AC,2633,SY,5646,Persicaria brittingeri,(Opiz) Opiz
7061,POLYGONACEAE,SY,2633,SY,5646,Persicaria lapathifolia ssp. brittingeri,(Opiz.) Sojak
5647,POLYGONACEAE,SY,2634,AC,5647,Polygonum bungeanum,Turcz.
2634,POLYGONACEAE,AC,2634,SY,5647,Persicaria bungeana,(Turcz.) Nakai ex Mori
5648,POLYGONACEAE,SY,2635,AC,5648,Polygonum extremiorientale,Worosch.
2635,POLYGONACEAE,AC,2635,SY,5648,Persicaria extremiorientalis,(Worosch.) Tzvel.
7062,POLYGONACEAE,SY,2635,SY,5648,Polygonum persicaria ssp. hirsuticaule,Danser
5649,POLYGONACEAE,SY,2636,AC,5649,Polygonum foliosum,Lindb. fil.
2636,POLYGONACEAE,AC,2636,SY,5649,Persicaria foliosa,(Lindb. fil.) Kitag.
7650,POLYGONACEAE,SY,2636,SY,5649,Persicaria paludicola,(Makino) Nakai
7868,POLYGONACEAE,SY,2636,SY,5649,Polygonum mariae,V.Vassil.
7063,POLYGONACEAE,SY,2636,SY,5649,Polygonum paludicolum,Makino
5650,POLYGONACEAE,SY,2637,AC,5650,Polygonum hydropiper,L.
2637,POLYGONACEAE,AC,2637,SY,5650,Persicaria hydropiper,(L.) Spach
5652,POLYGONACEAE,SY,2639,AC,5652,Polygonum koreense,Nakai
7064,POLYGONACEAE,SY,2639,SY,5652,Persicaria erecto-minor var. koreensis,(Nakai) Ito
2639,POLYGONACEAE,AC,2639,SY,5652,Persicaria koreensis,(Nakai) Nakai
5653,POLYGONACEAE,SY,2640,AC,5653,Polygonum lapathifolium,L.
7967,POLYGONACEAE,SY,2640,SY,5653,Persicaria komarovii,(Levl.) Sojak.
2640,POLYGONACEAE,AC,2640,SY,5653,Persicaria lapathifolia,(L.) S. F. Gray
2641,POLYGONACEAE,AC,2641,SY,5653,Persicaria linicola,(Sutulov) Nenjukov
7651,POLYGONACEAE,SY,2640,SY,5653,Persicaria nodosa,(Pers.) Opiz
2648,POLYGONACEAE,AC,2648,SY,5653,Persicaria scabra,(Moench) Mold.
7072,POLYGONACEAE,SY,2648,SY,5653,Polygonum incanum,F.M.Schmidt
7869,POLYGONACEAE,SY,2640,SY,5653,Polygonum komarovii,Levl.
7066,POLYGONACEAE,SY,2641,SY,5653,Polygonum lapathifolium f. linicola,O.Schwarz
7871,POLYGONACEAE,SY,2648,SY,5653,Polygonum lapathifolium ssp. pallidum,(With.) Fries
5654,POLYGONACEAE,SY,2641,SY,5653,Polygonum linicola,Sutulov
7065,POLYGONACEAE,SY,2640,SY,5653,Polygonum nodosum,Pers.
7655,POLYGONACEAE,SY,2648,SY,5653,Polygonum pallidum,With.
5661,POLYGONACEAE,SY,2648,SY,5653,Polygonum scabrum,Moench
12792,POLYGONACEAE,MA,2648,SY,5653,Polygonum tomentosum,Schrank
5657,POLYGONACEAE,SY,2644,AC,5657,Polygonum minus,Huds.
2644,POLYGONACEAE,AC,2644,SY,5657,Persicaria minor,(Huds.) Opiz
5659,POLYGONACEAE,SY,2646,AC,5659,Polygonum pilosum,Roxb.
7070,POLYGONACEAE,SY,2646,SY,5659,Lagunea cochinchinensis,Lour.
7870,POLYGONACEAE,SY,2646,SY,5659,Persicaria cochinchinensis,(Lour.) Kitag.
2646,POLYGONACEAE,AC,2646,SY,5659,Persicaria pilosa,(Roxb.) Kitag.
7654,POLYGONACEAE,SY,2646,SY,5659,Polygonum orientale var. pilosum,(Roxb.) Meissn.
5663,POLYGONACEAE,SY,2650,AC,5663,Polygonum tinctorium,Ait.
2650,POLYGONACEAE,AC,2650,SY,5663,Persicaria tinctoria,(Ait.) Spach
5665,POLYGONACEAE,SY,2652,AC,5665,Polygonum viscoferum,Makino
2652,POLYGONACEAE,AC,2652,SY,5665,Persicaria viscofera,(Makino) H. Gross ex Nakai
5666,POLYGONACEAE,SY,2653,AC,5666,Polygonum viscosum,Buch.-Ham. ex D.Don
2653,POLYGONACEAE,AC,2653,SY,5666,Persicaria viscosa,(Buch.-Ham. ex D. Don) H. Gross ex Nakai
5677,POACEAE,SY,2669,AC,5677,Phalaris arundinacea,L.
7662,POACEAE,SY,2669,SY,5677,Digraphis arundinacea,(L.) Trin.
2669,POACEAE,AC,2669,SY,5677,Phalaroides arundinacea,(L.) Rausch.
7084,POACEAE,SY,2669,SY,5677,Typhoides arundinacea,(L.) Moench
5687,LAMIACEAE,SY,2686,AC,5687,Phlomis alpina,Pall.
2686,LAMIACEAE,AC,2686,SY,5687,Phlomoides alpina,(Pall.) Adyl.
5688,LAMIACEAE,SY,2687,AC,5688,Phlomis maximowiczii,Regel
2687,LAMIACEAE,AC,2687,SY,5688,Phlomoides maximowiczii,(Regel) R. Kam. et Machmedov
5689,LAMIACEAE,SY,2688,AC,5689,Phlomis tuberosa,L.
2688,LAMIACEAE,AC,2688,SY,5689,Phlomoides tuberosa,(L.) Moench
5690,LAMIACEAE,SY,2689,AC,5690,Phlomis woroschilowii,Makarov
2689,LAMIACEAE,AC,2689,MS,5690,Phlomoides woroschilowii,(Makarov) Probat.
5694,PHRYMACEAE,SY,2699,AC,5694,Phryma leptostachya var. asiatica,Hara
2699,PHRYMACEAE,AC,2699,SY,5694,Phryma asiatica,(Hara) Probat.
7093,PHRYMACEAE,SY,2699,SY,5694,Phryma leptostachya ssp. asiatica,(Hara) Kitamura
5698,ZOSTERACEAE,MA,2705,AC,5698,Phyllospadix scouleri,Hook.
5707,URTICACEAE,SY,2722,AC,5707,Pilea pumila,Maxim.
2722,URTICACEAE,AC,2722,SY,5707,Pilea mongolica,Wedd.
7098,URTICACEAE,SY,2722,SY,5707,Pilea viridissima,Makino
5709,ASTERACEAE,SY,2724,AC,5709,Hieracium aurantiacum,L.
2724,ASTERACEAE,AC,2724,SY,5709,Pilosella aurantiaca,(L.) F. Schultz et Sch. Bip.
5710,ASTERACEAE,SY,2725,AC,5710,Hieracium X floribundum,Wimmer & Grab. (pro sp.)
2725,ASTERACEAE,AC,2725,SY,5710,Pilosella floribunda,(Wimm. et Grab.) Fries
5716,BERBERIDACEAE,SY,2738,AC,5716,Jeffersonia dubia,(Maxim.) Benth. et Hook. fil. ex Baker et Moore
7101,BERBERIDACEAE,SY,2738,SY,5716,Jeffersonia manchuriensis,Hance
2738,BERBERIDACEAE,AC,2738,SY,5716,Plagiorhegma dubia,Maxim.
5722,PLANTAGINACEAE,SY,2744,AC,5722,Plantago canescens ssp. jurtzevii,Tzvel.
2744,PLANTAGINACEAE,AC,2744,SY,5722,Plantago jurtzevii,(Tzvel.) Tzvel.
5724,PLANTAGINACEAE,MA,2750,AC,5724,Plantago maritima,L.
5756,POACEAE,SY,2798,AC,5756,Poa leptocoma ssp. paucispicula,(Scribn. et Merr.) Tzvel.
5760,POACEAE,SY,2806,SY,5756,Poa nivicula,Kom.
2798,POACEAE,AC,2798,SY,5756,Poa paucispicula,Scribn. et Merr.
5759,POACEAE,SY,2805,AC,5759,Poa pratensis ssp. sergievskajae,(Probat.) Tzvel.
2805,POACEAE,AC,2805,SY,5759,Poa sergievskajae,Probat.
5788,POLYPODIACEAE,MA,2871,AC,5788,Polypodium virginianum,L.
5806,POTAMOGETONACEAE,MA,2903,AC,5806,Potamogeton nodosus,Poir.
2903,POTAMOGETONACEAE,AC,2903,SY,5806,Potamogeton fryeri,A. Benn.
5822,ROSACEAE,SY,2952,AC,5822,Potentilla thuringiaca,Bernh. ex Link
2952,ROSACEAE,AC,2952,SY,5822,Potentilla goldbachii,Rupr.
5830,ROSACEAE,SY,2976,AC,5830,Potentilla paradoxa,Nutt. ex Torr. et Gray
5842,WOODSIACEAE,SY,3008,AC,5842,Woodsia manchuriensis,Hook.
3008,WOODSIACEAE,AC,3008,SY,5842,Protowoodsia manchuriensis,(Hook.) Ching
5843,LAMIACEAE,SY,3009,AC,5843,Prunella vulgaris ssp. asiatica,(Nakai) Hara
3009,LAMIACEAE,AC,3009,SY,5843,Prunella asiatica,Nakai
5844,LAMIACEAE,SY,3010,SY,5843,Prunella japonica,Makino
7166,LAMIACEAE,SY,3009,SY,5843,Prunella vulgaris var. aleutica,Fern.
5846,CARYOPHYLLACEAE,SY,3013,AC,5846,Gypsophila muralis,L.
3013,CARYOPHYLLACEAE,AC,3013,SY,5846,Psammophiliella muralis,(L.) Ikonn.
5856,ASTERACEAE,SY,3024,AC,5856,Achillea alpina,L.
7697,ASTERACEAE,SY,3024,SY,5856,Achillea ptarmicoides,Maxim.
3024,ASTERACEAE,AC,3024,SY,5856,Ptarmica alpina,(L.) DC.
7170,ASTERACEAE,SY,3024,SY,5856,Ptarmica mongolica,(Fisch. ex Spreng.) DC.
5862,GENTIANACEAE,SY,3030,AC,5862,Crawfurdia volubilis,(Maxim.) Makino
3030,GENTIANACEAE,AC,3030,SY,5862,Pterygocalyx volubilis,Maxim.
5864,ASTERACEAE,SY,3032,AC,5864,Lactuca indica,L.
7174,ASTERACEAE,SY,3032,SY,5864,Lactuca squarrosa f. indivisa,Maxim.
7698,ASTERACEAE,SY,3032,SY,5864,Lactuca squarrosa f. runcinata,Maxim.
3032,ASTERACEAE,AC,3032,SY,5864,Pterocypsela indica,(L.) Shih
5865,ASTERACEAE,SY,3033,AC,5865,Lactuca raddeana,Maxim.
3033,ASTERACEAE,AC,3033,SY,5865,Pterocypsela raddeana,(Maxim.) Shih
5866,ASTERACEAE,SY,3034,AC,5866,Lactuca triangulata,Maxim.
3034,ASTERACEAE,AC,3034,SY,5866,Pterocypsela triagulata,(Maxim.) Shih
5870,POACEAE,SY,3040,AC,5870,Puccinellia wrightii ssp. colpodioides,(Tzvel.) Tzvel.
3040,POACEAE,AC,3040,SY,5870,Puccinellia colpodioides,Tzvel.
5894,CYPERACEAE,SY,3071,AC,5894,Cyperus pratorum,Korotk.
3071,CYPERACEAE,AC,3071,SY,5894,Pycreus pratorum,(Korotk.) B. Schischk.
5896,CYPERACEAE,SY,3073,AC,5896,Cyperus setiformis,Korsh.
3073,CYPERACEAE,AC,3073,SY,5896,Pycreus setiformis,(Korsh.) Nakai
5899,PYROLACEAE,SY,3078,AC,5899,Pyrola rotundifolia var. nephrophylla,Andres
3078,PYROLACEAE,AC,3078,SY,5899,Pyrola nephrophylla,(Andres) Andres
5901,CONVOLVULACEAE,SY,3083,AC,5901,Ipomoea coccinea,L.
3083,CONVOLVULACEAE,AC,3083,SY,5901,Quamoclit coccinea,(L.) Moench
5902,CONVOLVULACEAE,SY,3084,AC,5902,Ipomoea quamoclit,L.
3084,CONVOLVULACEAE,AC,3084,SY,5902,Quamoclit pennata,(Desr.) Boj.
7187,CONVOLVULACEAE,SY,3084,SY,5902,Quamoclit vulgaris,Choisy
5904,LAMIACEAE,SY,3088,AC,5904,Plectranthus excisus,Maxim.
3088,LAMIACEAE,AC,3088,SY,5904,Rabdosia excisa,(Maxim.) Hara
5906,LAMIACEAE,SY,3090,AC,5906,Plectranthus serra,Maxim.
3090,LAMIACEAE,AC,3090,SY,5906,Rabdosia serra,(Maxim.) Hara
5907,RANUNCULACEAE,SY,3092,AC,5907,Ranunculus sulphureus,Soland.
7191,RANUNCULACEAE,MA,3105,SY,5907,Ranunculus intercedens,Hult.
7704,RANUNCULACEAE,SY,3105,SY,5907,Ranunculus sulphureus var. intercedens,Hult.
5915,RANUNCULACEAE,SY,3108,AC,5915,Ranunculus rigescens,Turcz. ex Ovcz.
5924,POLYGONACEAE,SY,3130,AC,5924,Polygonum sachalinense,Fr.Schmidt
3130,POLYGONACEAE,AC,3130,SY,5924,Reynoutria sachalinensis,(Fr. Schmidt) Nakai
5934,ATHYRIACEAE,SY,3144,AC,5934,Cystopteris sudetica,A.Br. et Milde
3144,ATHYRIACEAE,AC,3144,SY,5934,Rhizomatopteris sudetica,(A. Br. et Milde) Khokhr.
5943,ERICACEAE,SY,3153,AC,5943,Vaccinium vitis-idaea,L.
3153,ERICACEAE,AC,3153,SY,5943,Rhodococcum vitis-idaea,(L.) Avror.
5946,CYPERACEAE,MA,3169,AC,5946,Rhynchospora fauriei,Franch.
5947,GROSSULARIACEAE,MA,3170,AC,5947,Ribes rubrum,L.
5948,GROSSULARIACEAE,MA,3173,AC,5948,Ribes japonicum,Maxim.
5979,POLYGONACEAE,SY,3234,AC,5979,Rumex dentatus ssp. nipponicus,(Franch et Savat.) Rech. fil.
3234,POLYGONACEAE,AC,3234,SY,5979,Rumex nipponicus,Franch. et Savat.
5991,CARYOPHYLLACEAE,SY,3248,AC,5991,Sagina nivalis,(Lindl.) Fries
3248,CARYOPHYLLACEAE,AC,3248,SY,5991,Sagina intermedia,Fenzl
6002,SALICACEAE,SY,3265,AC,6002,Salix brachycarpa ssp. niphoclada,(Rydb.) Argus
6008,SALICACEAE,SY,3273,AC,6008,Salix berberifolia ssp. fimbriata,A.Skvorts.
3273,SALICACEAE,AC,3273,SY,6008,Salix fimbriata,(A. Skvorts.) Czer.
6012,SALICACEAE,SY,3279,AC,6012,Salix chamissonis ssp. integerrima,Worosch.
3279,SALICACEAE,AC,3279,SY,6012,Salix integerrima,(Worosch.) Nedoluzhko
6017,SALICACEAE,SY,3290,AC,6017,Salix lanata ssp. richardsonii,(Hook.) A.Skvorts.
6021,SALICACEAE,SY,3296,AC,6021,Salix triandra ssp. nipponica,(Franch. et Savat.) A.Skvorts.
3296,SALICACEAE,AC,3296,SY,6021,Salix nipponica,Franch. et Savat.
6035,SALICACEAE,SY,3316,AC,6035,Salix berberifolia ssp. tshuktschorum,(A.Skvorts.) Worosch.
7242,SALICACEAE,SY,3316,SY,6035,Salix kamtschatica,(A.Skvorts.) Worosch.
3316,SALICACEAE,AC,3316,SY,6035,Salix tschuktschorum,A. Skvorts.
6039,SAMBUCACEAE,SY,3327,AC,6039,Sambucus racemosa ssp. kamtschatica,(E.Wolf) Hult.
3327,SAMBUCACEAE,AC,3327,SY,6039,Sambucus kamtschatica,E. Wolf
6040,SAMBUCACEAE,MA,3328,AC,6040,Sambucus williamsii,Hance
3328,SAMBUCACEAE,AC,3328,SY,6040,Sambucus latipinna,Nakai
6058,ASTERACEAE,SY,3359,AC,6058,Saussurea discolor f. ajanensis,Regel.
3359,ASTERACEAE,AC,3359,SY,6058,Saussurea ajanensis,(Regel) Lipsch.
6071,SAXIFRAGACEAE,SY,3409,AC,6071,Saxifraga nelsoniana ssp. aestivalis,(Fisch. et Mey.) D.A.Webb.
3409,SAXIFRAGACEAE,AC,3409,SY,6071,Saxifraga aestivalis,Fisch. et Mey.
6076,SAXIFRAGACEAE,SY,3432,AC,6076,Saxifraga merckii var. idzuroei,(Franch. et Savat.) Engl. ex Masam.
3432,SAXIFRAGACEAE,AC,3432,SY,6076,Saxifraga idzuroei,Franch. et Savat.
6086,SAXIFRAGACEAE,MA,0,AC,6086,Saxifraga oppositifolia,L.
6090,SAXIFRAGACEAE,SY,3455,AC,6090,Saxifraga nelsoniana ssp. reniformis,(Ohwi) Hult.
3455,SAXIFRAGACEAE,AC,3455,SY,6090,Saxifraga reniformis,Ohwi
6092,SAXIFRAGACEAE,SY,3460,AC,6092,Saxifraga flagellaris ssp. setigera,(Pursh) Tolm.
3460,SAXIFRAGACEAE,AC,3460,SY,6092,Saxifraga setigera,Pursh
6093,SAXIFRAGACEAE,SY,3464,AC,6093,Saxifraga cespitosa ssp. sileniflora,(Sternb.) Hult.
3464,SAXIFRAGACEAE,AC,3464,SY,6093,Saxifraga sileniflora,Sternb.
6096,SAXIFRAGACEAE,SY,3473,AC,6096,Saxifraga nudicaulis ssp. vaginalis,(Turcz. ex Ledeb.) Rebr.
3473,SAXIFRAGACEAE,AC,3473,SY,6096,Saxifraga vaginalis,Turcz. ex Ledeb.
6108,CYPERACEAE,MA,3499,AC,6108,Scirpus lacustris,L.
6122,CRASSULACEAE,SY,3533,AC,6122,Sedum sikokianum ssp. kurilense,(Worosch.) Worosch.
3533,CRASSULACEAE,AC,3533,SY,6122,Sedum kurilense,Worosch.
6131,SELAGINELLACEAE,SY,3549,AC,6131,Selaginella rupestris var. shakotanensis,Franch. ex Takeda
3549,SELAGINELLACEAE,AC,3549,SY,6131,Selaginella shakotanensis,(Franch. ex Takeda) Miyabe et Kudo
6136,ASTERACEAE,MA,3555,AC,6136,Senecio cannabifolius var. integrifolius,(Koidz.) Kitam.
3555,ASTERACEAE,AC,3555,SY,6136,Senecio litvinovii,Schischk.
6138,ASTERACEAE,MA,3563,AC,6138,Serratula coronata,L.
6158,IRIDACEAE,MA,3604,AC,6158,Sisyrinchium angustifolium,Mill.
6166,SMILACACEAE,MA,3614,AC,6166,Smilax oldhamii,Miq.
6170,ASTERACEAE,SY,3625,AC,6170,Solidago virgaurea var. dahurica,Kitag.
3625,ASTERACEAE,AC,3625,SY,6170,Solidago dahurica,Kitag.
3626,ASTERACEAE,AC,3626,SY,6170,Solidago gebleri,Juz.
7280,ASTERACEAE,SY,3625,SY,6170,Solidago kurilensis,Juz.
6205,CARYOPHYLLACEAE,MA,14882,AC,6205,Stellaria palustris,Retz.
6209,CARYOPHYLLACEAE,SY,3696,AC,6209,Stellaria ciliatosepala,Trautv.
6214,CARYOPHYLLACEAE,SY,3712,AC,6214,Stellaria alsine,Grimm.
3712,CARYOPHYLLACEAE,AC,3712,SY,6214,Stellaria uliginosa,Murr.
6215,ASTERACEAE,SY,3716,AC,6215,Hieracium triste,Willd. ex Spreng.
3716,ASTERACEAE,AC,3716,SY,6215,Stenotheca tristis,(Willd. ex Spreng.) Schljak.
6234,ASTERACEAE,MA,3768,AC,6234,Taraxacum mexicanum,DC.
6252,ASTERACEAE,AC,6252,AC,6252,Taraxacum mongolicum,Hand.-Mazz.
6270,CHENOPODIACEAE,SY,3835,AC,6270,Chenopodium aristatum,L.
3835,CHENOPODIACEAE,AC,3835,SY,6270,Teloxys aristata,(L.) Moq.
6294,RANUNCULACEAE,SY,3861,AC,6294,Caltha natans,Pall. ex Georgi
3861,RANUNCULACEAE,AC,3861,SY,6294,Thacla natans,(Pall. ex Georgi) Deyl et Sojрk
6297,RANUNCULACEAE,SY,3876,AC,6297,Thalictrum simplex f. strictum,(Ledeb.) Regel et Tiling
3876,RANUNCULACEAE,AC,3876,SY,6297,Thalictrum ussuriense,A. Luferov
6300,SANTALACEAE,SY,3881,AC,6300,Thesium saxatile,Turcz. ex DC.
6316,SALICACEAE,SY,3919,AC,6316,Salix cardiophylla,(Trautv. et Mey.) Kimura
7343,SALICACEAE,SY,3919,SY,6316,Salix maximowiczii,Kom.
3919,SALICACEAE,AC,3919,SY,6316,Toisusu cardiophylla,(Trautv. et Mey.) Kimura
6317,SALICACEAE,SY,3920,AC,6317,Salix urbaniana,Seem.
7344,SALICACEAE,SY,3920,SY,6317,Salix cardiophylla ssp. urbaniana,A.Skvorts.
3920,SALICACEAE,AC,3920,SY,6317,Toisusu urbaniana,(Seem.) Kimura
6349,GENTIANACEAE,SY,3977,AC,6349,Crawfurdia japonica,Siebold et Zucc.
3977,GENTIANACEAE,AC,3977,SY,6349,Tripterospermum japonicum,(Siebold et Zucc.) Maxim.
6352,POACEAE,SY,3980,AC,6352,Trisetum sibiricum ssp. litorale,Rupr. ex Roshev.
3980,POACEAE,AC,3980,SY,6352,Trisetum litorale,(Rupr. ex Roshev.) A.Khokhr.
6357,POACEAE,SY,3986,AC,6357,Trisetum spicatum ssp. wrangelense,Petrovsky
3986,POACEAE,AC,3986,SY,6357,Trisetum wrangelense,(Petrovsky) Probat.
6360,RANUNCULACEAE,SY,3990,AC,6360,Trollius macropetalus,(Regel) Fr.Schmidt
6367,POLYGONACEAE,SY,3999,AC,6367,Polygonum dissitiflorum,Hemsley
7367,POLYGONACEAE,SY,3999,SY,6367,Persicaria dissitiflora,(Hemsley) H.Gross
3999,POLYGONACEAE,AC,3999,SY,6367,Truellum dissitiflorum,(Hemsley) Tzvel.
6370,POLYGONACEAE,SY,4002,AC,6370,Polygonum maackianum,Regel
7370,POLYGONACEAE,SY,4002,SY,6370,Persicaria maackiana,(Regel) Nakai ex Mori
4002,POLYGONACEAE,AC,4002,SY,6370,Truellum maackianum,(Regel) Sojрk
6371,POLYGONACEAE,SY,4003,AC,6371,Polygonum nipponense,Makino
7371,POLYGONACEAE,SY,4003,SY,6371,Persicaria nipponensis,(Makino) H.Gross
4003,POLYGONACEAE,AC,4003,SY,6371,Truellum nipponense,(Makino) Sojрk
6372,POLYGONACEAE,SY,4004,AC,6372,Polygonum sagittatum,L.
7372,POLYGONACEAE,SY,4004,SY,6372,Persicaria sagittata,(L.) Gross ex Loesn.
4004,POLYGONACEAE,AC,4004,SY,6372,Truellum sagittatum,(L.) Sojрk
6373,POLYGONACEAE,SY,4005,AC,6373,Polygonum sieboldii,Meissn.
7856,POLYGONACEAE,SY,2054,SY,6373,Aconogonum sibiricum,(Laxm.) Hara
2054,POLYGONACEAE,AC,2054,SY,6373,Knorringia sibirica,(Laxm.) Tzvel.
6939,POLYGONACEAE,SY,2054,SY,6373,Persicaria sibirica,(Laxm.) H.Gross
8020,POLYGONACEAE,SY,4005,SY,6373,Persicaria sieboldii,(Meissn.) Ohwi
7612,POLYGONACEAE,SY,2054,SY,6373,Pleuropteropyrum sibiricum,(Laxm.) Kitag.
8031,POLYGONACEAE,SY,4005,SY,6373,Polygonum belophyllum,Litv.
7918,POLYGONACEAE,SY,4005,SY,6373,Polygonum sagittatum var. paludosum,Kom.
7373,POLYGONACEAE,SY,4005,SY,6373,Polygonum sagittatum var. sibiricum,Meissn.
7773,POLYGONACEAE,SY,4005,SY,6373,Polygonum sagittatum var. sieboldii,(Meissn.) Maxim. ex Kom.
5317,POLYGONACEAE,SY,2054,SY,6373,Polygonum sibiricum,Laxm.
7990,POLYGONACEAE,SY,4005,SY,6373,Tracaulon sibiricum,(Meissn.) Greene
4005,POLYGONACEAE,AC,4005,SY,6373,Truellum sieboldii,(Meissn.) Sojрk
6374,POLYGONACEAE,SY,4006,AC,6374,Polygonum thunbergii,Siebold et Zucc.
7919,POLYGONACEAE,SY,4006,SY,6374,Persicaria thunbergii,(Siebold et Zucc.) H.Gross
7374,POLYGONACEAE,SY,4006,SY,6374,Polygonum hastato-trilobum,Meissn.
7774,POLYGONACEAE,SY,4006,SY,6374,Polygonum stoloniferum,Fr.Schmidt
4006,POLYGONACEAE,AC,4006,SY,6374,Truellum thunbergii,(Siebold et Zucc.) Sojрk
6376,ORCHIDACEAE,SY,4008,AC,6376,Platanthera tipuloides var. ussuriensis,Regel et Maack
7376,ORCHIDACEAE,SY,4008,SY,6376,Perularia ussuriensis,(Maxim.) Schlecht.
4008,ORCHIDACEAE,AC,4008,SY,6376,Tulotis ussuriensis,(Regel et Maack) Hara
6377,ASTERACEAE,SY,4009,AC,6377,Aster fastigiatus,Fisch.
4009,ASTERACEAE,AC,4009,SY,6377,Turczaninovia fastigiata,(Fisch.) DC.
6379,BRASSICACEAE,SY,4011,AC,6379,Arabis glabra,(L.) Bernh.
6380,FABACEAE,SY,4012,AC,6380,Trigonella ruthenica,L.
7377,FABACEAE,SY,4012,SY,6380,Medicago ruthenica,(L.) Ledeb.
7920,FABACEAE,SY,4012,SY,6380,Melissitus ruthenicus,(L.) Latsch.
7775,FABACEAE,SY,4012,SY,6380,Trigonella korshinskyi,Grossh.
4012,FABACEAE,AC,4012,SY,6380,Turukhania ruthenica,(L.) N.S.Pavlova
6381,FABACEAE,SY,4013,AC,6381,Trigonella schischkinii,Vass.
7378,FABACEAE,SY,4013,SY,6381,Medicago vassilczenkoi,Worosch.
7776,FABACEAE,SY,4013,SY,6381,Melissitus schischkinii,(Vass.) Latsch.
4013,FABACEAE,AC,4013,SY,6381,Turukhania schischkinii,(Vass.) N.S.Pavlova
6399,HYDROCHARITACEAE,MA,4054,AC,6399,Vallisneria spiralis,L.
6403,MELANTHIACEAE,SY,4059,AC,6403,Veratrum album var. grandiflorum,Maxim. ex Baker
4059,MELANTHIACEAE,AC,4059,SY,6403,Veratrum grandiflorum,(Maxim. ex Baker) Loes. fil.
6407,VERBENACEAE,MA,4067,AC,6407,Verbena bracteata,Lag. et Rodr.
4067,VERBENACEAE,AC,4067,SY,6407,Verbena bracteosa,Michx.
6410,SCROPHULARIACEAE,MA,4076,AC,6410,Veronica austriaca,L.
6412,SCROPHULARIACEAE,SY,4078,AC,6412,Veronica anagalloides ssp. heureka,M.A.Fisch
4078,SCROPHULARIACEAE,AC,4078,SY,6412,Veronica heureka,(M.A.Fisch.) Tzvel.
6413,SCROPHULARIACEAE,SY,4079,AC,6413,Veronica serpyllifolia ssp. humifusa,(Dicks.) Syme
4079,SCROPHULARIACEAE,AC,4079,SY,6413,Veronica humifusa,Dicks.
7395,SCROPHULARIACEAE,MA,4079,SY,6413,Veronica tenella,All.
6421,SCROPHULARIACEAE,MA,4089,AC,6421,Veronica subsessilis,Carr.
6432,FABACEAE,SY,4111,AC,6432,Vicia unijuga var. apoda,Maxim.
6433,FABACEAE,MA,4113,AC,6433,Vicia multicaulis,Ledeb.
6435,FABACEAE,SY,4117,AC,6435,Vicia angustifolia var. segetalis,(Thuill.) Ser.
4117,FABACEAE,AC,4117,SY,6435,Vicia segetalis,Thuill.
6442,ASCLEPIADACEAE,SY,4127,AC,6442,Cynanchum amplexicaule,(Siebold et Zucc.) Hemsl.
7413,ASCLEPIADACEAE,SY,4127,SY,6442,Antitoxicum amplexicaule,(Siebold et Zucc.) Pobed.
4127,ASCLEPIADACEAE,AC,4127,SY,6442,Vincetoxicum amplexicaule,Siebold et Zucc.
